Numero Factura;Fecha y Hora;Nombre Cliente;Documento Cliente;Nombre Producto;Codigo de Barras;Cantidad;Precio;Descuento Porcentaje;Metodo Pago;Subtotal Factura;IVA Factura;Total Factura;Usuario Vendedor;Anulada
FAC-637;2026-06-29;;;CAMISETAS DAMA COLOMBIA AAA AZUL OSCURO ENTREVISTA (L);11133323;1;65000;0;;65000;0;65000;admin;NO
FAC-636;2026-06-29;;;GORRAS UNISEX VARIOS (UN);14327530;1;32000;0;Efectivo;32000;0;32000;admin;NO
FAC-636;2026-06-29;;;CAMISETAS CABALLERO COLOMBIA AAA AMARILLA (M);1128825;1;60000;0;;60000;0;60000;admin;NO
FAC-636;2026-06-29;;;CAMISETAS UNISEX COLOMBIA AAA POLO AZUL (S);11329627;1;60000;0;;60000;0;60000;admin;NO
FAC-636;2026-06-29;;;CAMISETAS CABALLERO COLOMBIA AAA AMARILLA (L);1128823;1;60000;0;;60000;0;60000;admin;NO
FAC-635;2026-06-29;;;TEJIDOS DAMA BOTONES (UN);715030;1;60000;0;Efectivo;60000;0;60000;admin;NO
FAC-635;2026-06-29;;;BUSOS DAMA CON BORDADOS (UN);2619030;1;66000;0;;66000;0;66000;admin;NO
FAC-634;2026-06-29;;;CAMISETAS DAMA COLOMBIA 1.1 AMARILLA (L);1118723;1;80000;0;Transferencia o depósito;80000;0;80000;admin;NO
FAC-633;2026-06-29;;;CAMISETAS CABALLERO COLOMBIA AAA AMARILLA (S);1128827;1;60000;0;Efectivo;60000;0;60000;admin;NO
FAC-633;2026-06-29;;;BUSOS UNISEX MUNDIAL 2026 (S);26319427;1;70000;0;;70000;0;70000;admin;NO
FAC-632;2026-06-29;;;PANTALONES UNISEX VIOTO (XXL);2327634;1;40000;0;Efectivo;40000;0;40000;admin;NO
FAC-632;2026-06-29;;;PANTALONES UNISEX IMPERMEABLE (XXL);2314534;1;40000;0;;40000;0;40000;admin;NO
FAC-631;2026-06-29;;;BLUSAS DAMA LICRADA MANGA LARGA (UN);611710;1;25000;0;Tarjeta de débito;25000;0;25000;admin;NO
FAC-630;2026-06-29;;;BUSOS DAMA CAPOTA LANA (UN);2617030;1;68000;0;Efectivo;68000;0;68000;admin;NO
FAC-630;2026-06-29;;;PANTALONES DAMA GAMUSA (XL);2113732;1;70000;0;;70000;0;70000;admin;NO
FAC-629;2026-06-29;;;BERMUDAS CABALLERO CAMUFLADO (32);526614;1;76000;0;Efectivo;76000;0;76000;admin;NO
FAC-629;2026-06-29;;;CAMISETAS CABALLERO POLO TIPO GALLETA (XL);11222032;1;50000;0;;50000;0;50000;admin;NO
FAC-628;2026-06-29;;;CABELLO-ACCESORIOS UNISEX DIADEMA MEDIANA (VA);29311731;1;12000;0;Tarjeta de débito;12000;0;12000;admin;NO
FAC-628;2026-06-29;;;ENCRESPADOR DAMA DOS COLORES (UN);5711200;1;15000;0;;15000;0;15000;admin;NO
FAC-627;2026-06-29;;;CANDONGAS UNISEX REDONDA 1 (VA);34323331;1;9000;0;Tarjeta de débito;9000;0;9000;admin;NO
FAC-627;2026-06-29;;;COLLAR UNISEX COLLAR 3 (VA);3038131;1;37000;0;;37000;0;37000;admin;NO
FAC-627;2026-06-29;;;SUDADERA DAMA ALGODON (M);4111625;1;87000;0;;87000;0;87000;admin;NO
FAC-626;2026-06-29;;;DRILL CABALLERO JUVENIL (34);42215815;2;70000;0;Tarjeta de débito;70000;0;70000;admin;NO
FAC-626;2026-06-29;;;CAMISETAS CABALLERO SEDA FRIA (L);11224823;2;40000;0;;40000;0;40000;admin;NO
FAC-625;2026-07-07;;;CHAQUETAS UNISEX ROMPEVIENTOS NEGRA COLOMBIA (M);25333925;1;100000;0;Efectivo;100000;0;100000;admin;NO
FAC-624;2026-07-07;;;GORRAS UNISEX COLOMBIA (UN);1438630;1;56000;0;Tarjeta de débito;56000;0;56000;admin;NO
FAC-624;2026-07-07;;;CABELLO-ACCESORIOS UNISEX DIADEMA DELGADA (VA);29311631;1;6000;0;;6000;0;6000;admin;NO
FAC-623;2026-06-27;;;CHAQUETAS DAMA ROMBOS (L);25124223;1;78000;0;Transferencia o depósito;78000;0;78000;admin;NO
FAC-622;2026-06-27;;;PANTALONES UNISEX ALGODON (XXL);231634;1;40000;0;Efectivo;40000;0;40000;admin;NO
FAC-621;2026-06-27;;;CAMISETAS UNISEX COLOMBIA AAA POLO AMARILLA (M);11331125;1;60000;0;Efectivo;60000;0;60000;admin;NO
FAC-620;2026-06-27;;;CAMISETAS DAMA COLOMBIA AAA AZUL OSCURO ENTREVISTA (XL);11133332;1;65000;0;Transferencia o depósito;65000;0;65000;admin;NO
FAC-619;2026-06-27;;;CAMISETAS CABALLERO COLOMBIA AAA AMARILLA (S);1128827;1;60000;0;Transferencia o depósito;60000;0;60000;admin;NO
FAC-618;2026-06-27;;;CONJUNTO UNISEX COLOMBIA AAA AZUL ENTRENAMIENTO (L);40333223;1;75000;0;Transferencia o depósito;75000;0;75000;admin;NO
FAC-617;2026-06-27;;;BUSOS UNISEX MUNDIAL 2026 (L);26319423;1;70000;0;Transferencia o depósito;70000;0;70000;admin;NO
FAC-616;2026-06-27;;;BILLETERAS CABALLERO CALVIN KLEIN (UN);232630;1;70000;0;Efectivo;70000;0;70000;admin;NO
FAC-616;2026-06-27;;;CONJUNTO CABALLERO BRASIL AAA (L);4025123;1;70000;0;;70000;0;70000;admin;NO
FAC-616;2026-06-27;;;CAMISETAS CABALLERO COLOMBIA 1.1 AMARILLA (L);1128723;1;70000;0;;70000;0;70000;admin;NO
FAC-616;2026-06-27;;;CONJUNTO UNISEX PORTUGAL AAA VISITANTE 2026 (M);40329425;1;70000;0;;70000;0;70000;admin;NO
FAC-615;2026-06-28;;;CROPTOP DAMA OVERSIZE DOS ESTAMPADOS (M);55120325;1;40000;0;Efectivo;40000;0;40000;admin;NO
FAC-615;2026-06-28;;;CAMISETAS CABALLERO COLOMBIA AAA AMARILLA (M);1128825;1;60000;0;;60000;0;60000;admin;NO
FAC-615;2026-06-28;;;CAMISETAS NIÑO COLOMBIA AAA AMARILLA (18);114887;1;70000;0;;70000;0;70000;admin;NO
FAC-614;2026-06-27;;;ESQUELETO DAMA ACANALADO LARGO (UN);3711030;1;32000;0;Efectivo;32000;0;32000;admin;NO
FAC-614;2026-06-27;;;CHAQUETAS DAMA GAMUSA (M);25113725;1;100000;0;;100000;0;100000;admin;NO
FAC-613;2026-06-28;;;SUDADERA CABALLERO ALGODON (XL);4121632;1;88000;0;Transferencia o depósito;88000;0;88000;admin;NO
FAC-612;2026-06-27;;;CONJUNTO UNISEX COLOMBIA AAA AZUL ENTRENAMIENTO (M);40333225;1;75000;0;Efectivo;75000;0;75000;admin;NO
FAC-611;2026-06-27;;;GORRAS UNISEX COLOMBIA (UN);1438630;1;56000;0;Efectivo;56000;0;56000;admin;NO
FAC-610;2026-06-27;;;CAMISETAS NIÑO COLOMBIA AAA AMARILLA (18);114887;1;70000;0;Efectivo;70000;0;70000;admin;NO
FAC-609;2026-06-28;;;JEANS CABALLERO BAGGI (34);123915;1;110000;0;Tarjeta de débito;110000;0;110000;admin;NO
FAC-609;2026-06-28;;;JEANS CABALLERO CLASICO (30);127813;1;70000;0;;70000;0;70000;admin;NO
FAC-609;2026-06-28;;;BUSOS CABALLERO MEDIA CREMALLERA COMBINADO (UN);26218530;1;80000;0;;80000;0;80000;admin;NO
FAC-608;2026-06-27;;;CAMISETAS DAMA COLOMBIA AAA AZUL OSCURO ENTREVISTA (M);11133325;1;65000;0;Tarjeta de débito;65000;0;65000;admin;NO
FAC-607;2026-06-28;;;CAMISETAS CABALLERO COLOMBIA AAA AMARILLA (XL);1128832;1;60000;0;Efectivo;60000;0;60000;admin;NO
FAC-607;2026-06-28;;;CAMISETAS CABALLERO COLOMBIA 1.1 AMARILLA (L);1128723;1;70000;0;;70000;0;70000;admin;NO
FAC-606;2026-06-27;;;BUSOS UNISEX ALGODON CAPOTA ESTAMPADO (XL);2631832;1;48000;0;Efectivo;48000;0;48000;admin;NO
FAC-606;2026-06-27;;;BUSOS UNISEX ALGODON CON CAPOTA ESTAMPADO CREMALLERA (XL);2631932;1;48000;0;;48000;0;48000;admin;NO
FAC-605;2026-06-28;;;CONJUNTO UNISEX COLOMBIA AAA AZUL ENTRENAMIENTO (L);40333223;1;75000;0;Tarjeta de crédito;75000;0;75000;admin;NO
FAC-604;2026-06-27;;;BUSOS DAMA CREMALLERA OVERSIZE (UN);26110430;1;72000;0;Tarjeta de débito;72000;0;72000;admin;NO
FAC-604;2026-06-27;;;BUSOS UNISEX ALGODON CUELLO REDONDO ESTAMPADO (S);2632127;1;44000;0;;44000;0;44000;admin;NO
FAC-604;2026-06-27;;;CAMISETAS UNISEX COLOMBIA AAA POLO AZUL (S);11329627;1;60000;0;;60000;0;60000;admin;NO
FAC-603;2026-06-28;;;CHAQUETAS CABALLERO CANGURO AIR (L);2526823;1;68000;0;Tarjeta de crédito;68000;0;68000;admin;NO
FAC-602;2026-06-28;;;CORREAS CABALLERO MONT BLANC (UN);2221910;1;70000;0;Tarjeta de crédito;70000;0;70000;admin;NO
FAC-602;2026-06-28;;;CHAQUETAS DAMA PAÑO (L);25128823;1;90000;0;;90000;0;90000;admin;NO
FAC-601;2026-06-27;;;CAMISETAS DAMA COLOMBIA 1.1 AMARILLA (L);1118723;1;80000;0;Efectivo;80000;0;80000;admin;NO
FAC-600;2026-06-27;;;BUSOS UNISEX MUNDIAL 2026 (L);26319423;1;70000;0;Efectivo;70000;0;70000;admin;NO
FAC-599;2026-06-27;;;CONJUNTO UNISEX DE COLOMBIA (VA);40311131;1;35000;0;Efectivo;35000;0;35000;admin;NO
FAC-598;2026-06-27;;;CAMISETAS CABALLERO ITALIA 90 (M);11215025;1;70000;0;Tarjeta de débito;70000;0;70000;admin;NO
FAC-597;2026-06-27;;;DRILL CABALLERO CAMUFLADO (32);4226614;1;90000;0;Transferencia o depósito;90000;0;90000;admin;NO
FAC-596;2026-06-28;;;CAMISETAS CABALLERO COLOMBIA 1.1 AMARILLA (M);1128725;1;70000;0;Transferencia o depósito;70000;0;70000;admin;NO
FAC-595;2026-06-28;;;CAMISETAS UNISEX COLOMBIA AAA POLO AMARILLA (L);11331123;1;60000;0;Transferencia o depósito;60000;0;60000;admin;NO
FAC-594;2026-06-27;;;CAMISETAS CABALLERO ITALIA 90 (L);11215023;1;70000;0;Transferencia o depósito;70000;0;70000;admin;NO
FAC-593;2026-06-28;;;CAMISETAS DAMA COLOMBIA AAA AZUL OSCURO ENTREVISTA (M);11133325;1;65000;0;Tarjeta de débito;65000;0;65000;admin;NO
FAC-592;2026-06-28;;;CONJUNTO UNISEX COLOMBIA AAA AZUL ENTRENAMIENTO (L);40333223;1;75000;0;Transferencia o depósito;75000;0;75000;admin;NO
FAC-591;2026-06-27;;;CAMISETAS CABALLERO COLOMBIA AAA AZUL (L);11231023;1;70000;0;Efectivo;70000;0;70000;admin;NO
FAC-590;2026-06-27;;;BUSOS UNISEX MUNDIAL 2026 (L);26319423;2;70000;0;Efectivo;70000;0;70000;admin;NO
FAC-589;2026-06-27;;;CAMISETAS NIÑO COLOMBIA AAA AMARILLA (18);114887;1;70000;0;Efectivo;70000;0;70000;admin;NO
FAC-588;2026-06-27;;;COLLAR UNISEX COLLAR 2 (VA);3038031;1;34000;0;Efectivo;34000;0;34000;admin;NO
FAC-588;2026-06-27;;;GORRAS UNISEX VARIOS (UN);14327530;1;32000;0;;32000;0;32000;admin;NO
FAC-588;2026-06-27;;;CAMISETAS UNISEX COLOMBIA AAA POLO AZUL (S);11329627;2;60000;0;;60000;0;60000;admin;NO
FAC-587;2026-06-27;;;GORRAS UNISEX VARIOS (UN);14327530;1;32000;0;Efectivo;32000;0;32000;admin;NO
FAC-586;2026-06-27;;;CAMISETAS CABALLERO ITALIA 90 (S);11215027;1;70000;0;Tarjeta de débito;70000;0;70000;admin;NO
FAC-585;2026-06-27;;;PULSERAS DAMA DE COLOMBIA (UN);3111110;2;5000;0;Tarjeta de débito;5000;0;5000;admin;NO
FAC-585;2026-06-27;;;COLLAR UNISEX COLLAR 4 (VA);3038231;1;29000;0;;29000;0;29000;admin;NO
FAC-585;2026-06-27;;;CAMISETAS CABALLERO COLOMBIA 1.1 AMARILLA (M);1128725;1;70000;0;;70000;0;70000;admin;NO
FAC-584;2026-06-27;;;CAMISETAS CABALLERO COLOMBIA 1.1 AMARILLA (M);1128725;1;70000;0;Tarjeta de crédito;70000;0;70000;admin;NO
FAC-583;2026-06-27;;;CHAQUETAS UNISEX ROMPEVIENTOS NEGRA COLOMBIA (XL);25333932;1;100000;0;Tarjeta de débito;100000;0;100000;admin;NO
FAC-582;2026-06-27;;;CONJUNTO UNISEX COLOMBIA 1.1 POLO AZUL (L);40329523;1;80000;0;Efectivo;80000;0;80000;admin;NO
FAC-581;2026-06-27;;;ESQUELETO DAMA ACANALADO CORTO (UN);371930;1;28000;0;Efectivo;28000;0;28000;admin;NO
FAC-581;2026-06-27;;;BUSOS UNISEX MUNDIAL 2026 (XXL);26319434;1;70000;0;;70000;0;70000;admin;NO
FAC-580;2026-06-28;;;BUSOS UNISEX MUNDIAL 2026 (XXL);26319434;1;70000;0;Tarjeta de débito;70000;0;70000;admin;NO
FAC-579;2026-06-27;;;CHAQUETAS UNISEX ROMPEVIENTOS NEGRA COLOMBIA (XXL);25333934;1;100000;0;Efectivo;100000;0;100000;admin;NO
FAC-579;2026-06-27;;;CAMISETAS DAMA COLOMBIA 1.1 AMARILLA (L);1118723;1;80000;0;;80000;0;80000;admin;NO
FAC-579;2026-06-27;;;CAMISETAS UNISEX COLOMBIA AAA POLO AZUL (S);11329627;1;60000;0;;60000;0;60000;admin;NO
FAC-579;2026-06-27;;;CONJUNTO NIÑO DE COLOMBIA (8);4041112;1;35000;0;;35000;0;35000;admin;NO
FAC-578;2026-06-28;;;CHAQUETAS UNISEX ROMPEVIENTOS AZUL CENTENARIO (S);25333827;1;100000;0;Transferencia o depósito;100000;0;100000;admin;NO
FAC-578;2026-06-28;;;CAMISETAS CABALLERO COLOMBIA AAA AMARILLA (S);1128827;1;60000;0;;60000;0;60000;admin;NO
FAC-577;2026-06-28;;;CHAQUETAS UNISEX ROMPEVIENTOS NEGRA COLOMBIA (M);25333925;1;100000;0;Tarjeta de débito;100000;0;100000;admin;NO
FAC-577;2026-06-28;;;PANTALONES UNISEX IMPERMEABLE BORDADO EQUIPOS (L);2332823;2;46000;0;;46000;0;46000;admin;NO
FAC-576;2026-06-28;;;BATAS TEJIDO DAMA - (UN);521030;1;46000;0;Tarjeta de crédito;46000;0;46000;admin;NO
FAC-576;2026-06-28;;;CONJUNTO UNISEX COLOMBIA AAA AZUL ENTRENAMIENTO (M);40333225;1;75000;0;;75000;0;75000;admin;NO
FAC-575;2026-06-28;;;BUSOS UNISEX MUNDIAL 2026 (S);26319427;1;70000;0;Tarjeta de débito;70000;0;70000;admin;NO
FAC-574;2026-06-27;;;BUSOS UNISEX MUNDIAL 2026 (XXL);26319434;1;70000;0;Transferencia o depósito;70000;0;70000;admin;NO
FAC-573;2026-06-27;;;CAMISETAS CABALLERO COLOMBIA 1.1 AMARILLA (S);1128727;1;70000;0;Transferencia o depósito;70000;0;70000;admin;NO
FAC-572;2026-07-06;;;BUSOS DAMA CAPOTA LANA (UN);2617030;1;68000;0;Efectivo;68000;0;68000;admin;NO
FAC-571;2026-06-27;;;BUSOS UNISEX MUNDIAL 2026 (S);26319427;1;70000;0;Tarjeta de débito;70000;0;70000;admin;NO
FAC-570;2026-06-28;;;GORRAS UNISEX VARIOS (UN);14327530;1;32000;0;Transferencia o depósito;32000;0;32000;admin;NO
FAC-570;2026-06-28;;;CAMISETAS UNISEX COLOMBIA AAA POLO AZUL (M);11329625;1;65000;0;;65000;0;65000;admin;NO
FAC-569;2026-06-27;;;SUDADERA CABALLERO ALGODON (M);4121625;1;88000;0;Efectivo;88000;0;88000;admin;NO
FAC-569;2026-06-27;;;SUDADERA CABALLERO ALGODON (XL);4121632;1;88000;0;;88000;0;88000;admin;NO
FAC-568;2026-06-27;;;CAMISETAS CABALLERO COLOMBIA 1.1 AMARILLA (S);1128727;1;70000;0;Tarjeta de débito;70000;0;70000;admin;NO
FAC-568;2026-06-27;;;CAMISETAS CABALLERO COLOMBIA AAA AMARILLA (L);1128823;1;60000;0;;60000;0;60000;admin;NO
FAC-567;2026-07-06;;;CONJUNTO CABALLERO INGLATERRA AAA LOCAL (L);40214723;1;70000;0;Tarjeta de débito;70000;0;70000;admin;NO
FAC-566;2026-06-27;;;CAMISETAS CABALLERO COLOMBIA AAA AMARILLA (L);1128823;1;60000;0;Tarjeta de débito;60000;0;60000;admin;NO
FAC-565;2026-06-27;;;CAMISETAS CABALLERO COLOMBIA 1.1 AMARILLA (L);1128723;1;70000;0;Transferencia o depósito;70000;0;70000;admin;NO
FAC-564;2026-06-27;;;CHAQUETAS UNISEX ROMPEVIENTOS AZUL COLOMBIA (L);25334423;1;100000;0;Tarjeta de crédito;100000;0;100000;admin;NO
FAC-563;2026-06-27;;;CONJUNTO UNISEX COLOMBIA AAA AZUL ENTRENAMIENTO (M);40333225;1;75000;0;Tarjeta de crédito;75000;0;75000;admin;NO
FAC-562;2026-06-27;;;CAMISETAS CABALLERO COLOMBIA 1.1 AMARILLA (S);1128727;1;70000;0;Tarjeta de débito;70000;0;70000;admin;NO
FAC-561;2026-07-06;;;CHAQUETAS DAMA COLUMBIA POLIESTER (M);25134625;1;78000;0;Efectivo;78000;0;78000;admin;NO
FAC-560;2026-06-27;;;CAIMAN DAMA CAIMAN BRILLO (UN);591580;1;3000;0;Tarjeta de débito;3000;0;3000;admin;NO
FAC-560;2026-06-27;;;ARETES UNISEX ZARCILLO 4 (VA);33328131;1;14000;0;;14000;0;14000;admin;NO
FAC-559;2026-06-27;;;CAMISETAS CABALLERO COLOMBIA AAA AZUL (L);11231023;1;70000;0;Tarjeta de débito;70000;0;70000;admin;NO
FAC-558;2026-06-27;;;GORRAS UNISEX COLOMBIA (UN);1438630;1;56000;0;Tarjeta de débito;56000;0;56000;admin;NO
FAC-558;2026-06-27;;;BUSOS UNISEX MUNDIAL 2026 (L);26319423;1;70000;0;;70000;0;70000;admin;NO
FAC-557;2026-06-27;;;CAMISETAS CABALLERO COLOMBIA AAA AZUL (L);11231023;1;70000;0;Tarjeta de débito;70000;0;70000;admin;NO
FAC-556;2026-06-27;;;CAMISETAS CABALLERO COLOMBIA AAA AZUL (L);11231023;1;70000;0;Tarjeta de débito;70000;0;70000;admin;NO
FAC-556;2026-06-27;;;BUSOS UNISEX MUNDIAL 2026 (XXL);26319434;1;70000;0;;70000;0;70000;admin;NO
FAC-555;2026-07-06;;;CAMISETAS DAMA COLOMBIA AAA AZUL OSCURO ENTREVISTA (M);11133325;1;65000;0;Efectivo;65000;0;65000;admin;NO
FAC-554;2026-07-06;;;BUSOS UNISEX MUNDIAL 2026 (M);26319425;1;70000;0;Tarjeta de crédito;70000;0;70000;admin;NO
FAC-554;2026-07-06;;;CAMISETAS CABALLERO ATLETICO NACIONAL AAA 2026 (M);1123825;1;75000;0;;75000;0;75000;admin;NO
FAC-553;2026-06-27;;;JEANS CABALLERO CLASICO (32);127814;1;70000;0;Efectivo;70000;0;70000;admin;NO
FAC-552;2026-07-06;;;LICRAS DAMA ENTERIZO DEPORTIVO (UN);3112630;1;90000;0;Transferencia o depósito;90000;0;90000;admin;NO
FAC-551;2026-07-06;;;CHAQUETAS UNISEX ROMPEVIENTOS ROJA COLOMBIA (M);25334025;1;100000;0;A convenir;100000;0;100000;admin;NO
FAC-551;2026-07-06;;;BUSOS UNISEX MUNDIAL 2026 (L);26319423;1;70000;0;;70000;0;70000;admin;NO
FAC-550;2026-06-27;;;CHAQUETAS CABALLERO CANGURO AIR (L);2526823;1;68000;0;Efectivo;68000;0;68000;admin;NO
FAC-549;2026-06-27;;;CAMISETAS CABALLERO COLOMBIA AAA AZUL (L);11231023;1;70000;0;Efectivo;70000;0;70000;admin;NO
FAC-548;2026-07-06;;;BUSOS CABALLERO DEPORTIVO (SM);26211529;1;32000;0;Efectivo;32000;0;32000;admin;NO
FAC-547;2026-07-06;;;CAMISETAS UNISEX COLOMBIA AAA POLO AZUL (M);11329625;1;65000;0;Tarjeta de crédito;65000;0;65000;admin;NO
FAC-547;2026-07-06;;;CAMISETAS DAMA COLOMBIA AAA AMARILLA MANGA LARGA (S);11131227;1;60000;0;;60000;0;60000;admin;NO
FAC-547;2026-07-06;;;CINTURON+BILLETERA CABALLERO CAJA GUCCI (UN);502600;1;76000;0;;76000;0;76000;admin;NO
FAC-547;2026-07-06;;;CORREAS CABALLERO CALVIN KLEIN (UN);222630;1;70000;0;;70000;0;70000;admin;NO
FAC-546;2026-07-06;;;CAMISETAS NIÑO COLOMBIA AAA AMARILLA (18);114887;1;70000;0;Transferencia o depósito;70000;0;70000;admin;NO
FAC-545;2026-07-06;;;CONJUNTO NIÑO DE COLOMBIA (16);4041116;1;35000;0;Efectivo;35000;0;35000;admin;NO
FAC-544;2026-07-06;;;CHAQUETAS DAMA GAMUZA CAUCHO (XL);25134232;1;84000;0;Efectivo;84000;0;84000;admin;NO
FAC-543;2026-07-06;;;MEDIAS DAMA TALONERA TOBILLERA (VA);24125631;2;3000;0;Transferencia o depósito;3000;0;3000;admin;NO
FAC-543;2026-07-06;;;MEDIAS DAMA TALONERA HOLALA (VA);24125531;2;4000;0;;4000;0;4000;admin;NO
FAC-543;2026-07-06;;;BUSOS UNISEX ALGODON CAPOTA ESTAMPADO (S);2631827;1;48000;0;;48000;0;48000;admin;NO
FAC-542;2026-06-26;;;BUSOS UNISEX ALGODON CAPOTA ESTAMPADO (M);2631825;1;48000;0;A convenir;48000;0;48000;admin;NO
FAC-542;2026-06-26;;;JEANS DAMA BAGGI (14);11395;2;110000;0;;110000;0;110000;admin;NO
FAC-542;2026-06-26;;;BUSOS UNISEX ALGODON CUELLO REDONDO ESTAMPADO (M);2632125;1;44000;0;;44000;0;44000;admin;NO
FAC-542;2026-06-26;;;PANTALONES UNISEX ALGODON (XL);231632;1;32000;0;;32000;0;32000;admin;NO
FAC-541;2026-07-06;;;BRILLO DAMA CUTE RABBIT (UN);4711100;1;12000;0;Efectivo;12000;0;12000;admin;NO
FAC-541;2026-07-06;;;CANILLERAS NIÑO CAMPEON (VA);2746531;1;12000;0;;12000;0;12000;admin;NO
FAC-541;2026-07-06;;;MEDIAS UNISEX FINA MEDIA (VA);24313531;1;16000;0;;16000;0;16000;admin;NO
FAC-540;2026-06-26;;;VESTIDOS DAMA DE TIRAS (UN);8111230;1;70000;0;A convenir;70000;0;70000;admin;NO
FAC-540;2026-06-26;;;CAMISETAS CABALLERO COLOMBIA 1.1 BLANCA ENTRENAMIENTO (S);11231327;1;76000;0;;76000;0;76000;admin;NO
FAC-539;2026-06-26;;;COLLAR UNISEX COLLAR 4 (VA);3038231;1;29000;0;Efectivo;29000;0;29000;admin;NO
FAC-539;2026-06-26;;;CAMISETAS CABALLERO COLOMBIA AAA AZUL (L);11231023;1;70000;0;;70000;0;70000;admin;NO
FAC-538;2026-06-26;;;CAMISETAS CABALLERO COLOMBIA 1.1 BLANCA ENTRENAMIENTO (S);11231327;1;76000;0;Efectivo;76000;0;76000;admin;NO
FAC-537;2026-06-26;;;JEANS CABALLERO BAGGI (32);123914;1;110000;0;Tarjeta de crédito;110000;0;110000;admin;NO
FAC-536;2026-06-26;;;SUDADERA CABALLERO ALGODON (M);4121625;1;88000;0;Efectivo;88000;0;88000;admin;NO
FAC-535;2026-06-26;;;CAMISETAS CABALLERO POLO RAYAS (XL);11229732;1;42000;0;Efectivo;42000;0;42000;admin;NO
FAC-534;2026-06-26;;;BUSOS UNISEX MUNDIAL 2026 (L);26319423;1;70000;0;Transferencia o depósito;70000;0;70000;admin;NO
FAC-533;2026-06-26;;;PANTALONES UNISEX ALGODON (XXL);231634;1;40000;0;A convenir;40000;0;40000;admin;NO
FAC-533;2026-06-26;;;CHAQUETAS CABALLERO POLO SENCILLA (M);25221925;1;90000;0;;90000;0;90000;admin;NO
FAC-533;2026-06-26;;;CAMISETAS CABALLERO ATLETICO NACIONAL AAA 2026 (L);1123823;1;75000;0;;75000;0;75000;admin;NO
FAC-532;2026-06-26;;;CHAQUETAS CABALLERO CANGURO AIR (XL );2526833;1;68000;0;Transferencia o depósito;68000;0;68000;admin;NO
FAC-531;2026-06-26;;;CAMISETAS CABALLERO COLOMBIA 1.1 AMARILLA (L);1128723;1;70000;0;Transferencia o depósito;70000;0;70000;admin;NO
FAC-530;2026-06-26;;;CHAQUETAS UNISEX ROMPEVIENTOS AZUL COLOMBIA (XL);25334432;1;100000;0;Efectivo;100000;0;100000;admin;NO
FAC-530;2026-06-26;;;CAMISETAS CABALLERO COLOMBIA AAA AZUL (L);11231023;1;70000;0;;70000;0;70000;admin;NO
FAC-529;2026-06-26;;;CAMISETAS CABALLERO ITALIA 90 (XL);11215032;1;70000;0;Tarjeta de débito;70000;0;70000;admin;NO
FAC-529;2026-06-26;;;CAMISETAS CABALLERO COLOMBIA 1.1 AMARILLA (L);1128723;4;70000;0;;70000;0;70000;admin;NO
FAC-529;2026-06-26;;;CAMISETAS CABALLERO COLOMBIA AAA AZUL (L);11231023;1;70000;0;;70000;0;70000;admin;NO
FAC-529;2026-06-26;;;JEANS DAMA OVERSIZE MACHI (14);112875;1;110000;0;;110000;0;110000;admin;NO
FAC-528;2026-07-06;;;CONJUNTO CABALLERO BRASIL AAA (XXL);4025134;1;70000;0;Transferencia o depósito;70000;0;70000;admin;NO
FAC-528;2026-07-06;;;BLUSAS DAMA LICRADA CORTA SIZA (UN);613070;1;25000;0;;25000;0;25000;admin;NO
FAC-527;2026-06-26;;;CAMISETAS CABALLERO POLO TIPO GALLETA (M);11222025;1;50000;0;A convenir;50000;0;50000;admin;NO
FAC-526;2026-07-06;;;CAMISETAS NIÑO COLOMBIA AAA AMARILLA (18);114887;1;70000;0;Efectivo;70000;0;70000;admin;NO
FAC-525;2026-07-06;;;CAIMAN DAMA FLORES PELUCHE Y DEMAS (UN);5911360;1;6000;0;Efectivo;6000;0;6000;admin;NO
FAC-525;2026-07-06;;;CHAQUETAS CABALLERO JEAN OVEJERA (L);25215423;1;110000;0;;110000;0;110000;admin;NO
FAC-524;2026-07-06;;;CAMISETAS DAMA COLOMBIA 1.1 AMARILLA (L);1118723;1;80000;0;Tarjeta de débito;80000;0;80000;admin;NO
FAC-524;2026-07-06;;;CAMISETAS DAMA COLOMBIA 1.1 AMARILLA (M);1118725;1;70000;0;;70000;0;70000;admin;NO
FAC-523;2026-07-06;;;GORRAS UNISEX COLOMBIA;;1;60000;0;Tarjeta de débito;60000;0;60000;admin;NO
FAC-523;2026-07-06;;;CAMISETAS CABALLERO CUELLO REDONDO TIPO GALLETA (L);11229123;1;42000;0;;42000;0;42000;admin;NO
FAC-522;2026-07-06;;;CHAQUETAS CABALLERO POLO (UN);25221630;1;68000;0;Efectivo;68000;0;68000;admin;NO
FAC-521;2026-07-05;;;CAMISETAS CABALLERO ITALIA 90 (L);11215023;1;70000;0;Transferencia o depósito;70000;0;70000;admin;NO
FAC-520;2026-07-05;;;CAMISETAS CABALLERO POLO TIPO GALLETA (L);11222023;1;50000;0;Efectivo;50000;0;50000;admin;NO
FAC-519;2026-07-05;;;BUSOS UNISEX MUNDIAL 2026 (XXL);26319434;1;70000;0;Efectivo;70000;0;70000;admin;NO
FAC-518;2026-07-05;;;PULSERAS UNISEX PULSERA 2 (VA);31322531;1;24000;0;Transferencia o depósito;24000;0;24000;admin;NO
FAC-518;2026-07-05;;;CHAQUETAS CABALLERO CANGURO AIR (XL );2526833;1;68000;0;;68000;0;68000;admin;NO
